Tag,PropertyName,DefaultValue,RuntimeModifiable,FileType
8.4.0,socketFactory,"""com.mysql.cj.protocol.StandardSocketFactory""",RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,socksProxyHost,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,socksProxyPort,1080,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,socksProxyRemoteDns,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,socketTimeout,0,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,tcpNoDelay,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,tcpKeepAlive,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,tcpRcvBuf,0,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,tcpSndBuf,0,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,tcpTrafficClass,0,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,useCompression,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,maxAllowedPacket,65535,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,dnsSrv,DEFAULT_VALUE_FALSE,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.4.0,paranoid,DEFAULT_VALUE_FALSE,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.4.0,serverRSAPublicKeyFile,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.4.0,allowPublicKeyRetrieval,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,trustCertificateKeyStoreUrl,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,trustCertificateKeyStoreType,"""JKS""",RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,trustCertificateKeyStorePassword,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,fallbackToSystemTrustStore,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,clientCertificateKeyStoreUrl,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,clientCertificateKeyStoreType,"""JKS""",RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,clientCertificateKeyStorePassword,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,fallbackToSystemKeyStore,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,tlsCiphersuites,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,tlsVersions,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,fipsCompliantJsse,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,keyManagerFactoryProvider,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,trustManagerFactoryProvider,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,keyStoreProvider,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,sslContextProvider,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,allowLoadLocalInfile,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,allowLoadLocalInfileInPath,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,allowMultiQueries,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,allowUrlInLocalInfile,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,useSSL,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,requireSSL,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,verifyServerCertificate,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,continueBatchOnError,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,dontTrackOpenResources,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,queryTimeoutKillsConnection,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,queryInterceptors,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,cacheDefaultTimeZone,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,allowNanAndInf,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,autoClosePStmtStreams,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,compensateOnDuplicateKeyUpdateCounts,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,useServerPrepStmts,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,emulateUnsupportedPstmts,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,generateSimpleParameterMetadata,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,processEscapeCodesForPrepStmts,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,useStreamLengthsInPrepStmts,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,clobberStreamingResults,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,emptyStringsConvertToZero,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,holdResultsOpenOverStatementClose,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,jdbcCompliantTruncation,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,maxRows,-1,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,netTimeoutForStreamingResults,600,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,padCharsWithSpace,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,populateInsertRowWithDefaultValues,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,strictUpdates,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,tinyInt1isBit,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,transformedBitIsBoolean,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,scrollTolerantForwardOnly,DEFAULT_VALUE_FALSE,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.4.0,noAccessToProcedureBodies,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,nullDatabaseMeansCurrent,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,useHostsInPrivileges,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,useInformationSchema,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,getProceduresReturnsFunctions,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,blobsAreStrings,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,functionsNeverReturnBlobs,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,clobCharacterEncoding,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,emulateLocators,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,noDatetimeStringSync,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,connectionTimeZone,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,forceConnectionTimeZoneToSession,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,preserveInstants,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,treatMysqlDatetimeAsTimestamp,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,treatUtilDateAsTimestamp,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,sendFractionalSeconds,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,sendFractionalSecondsForTime,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,yearIsDateType,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,allowSourceDownConnections,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,allowReplicaDownConnections,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,readFromSourceWhenNoReplicas,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,autoReconnect,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,autoReconnectForPools,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,failOverReadOnly,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,initialTimeout,2,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.4.0,ha_loadBalanceStrategy,"""random""",RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,loadBalanceBlocklistTimeout,0,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,loadBalancePingTimeout,0,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,loadBalanceValidateConnectionOnSwapServer,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,loadBalanceConnectionGroup,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,loadBalanceExceptionChecker,"""com.mysql.cj.jdbc.ha.StandardLoadBalanceExceptionChecker""",RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,loadBalanceSQLStateFailover,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,loadBalanceSQLExceptionSubclassFailover,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,loadBalanceAutoCommitStatementRegex,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,loadBalanceAutoCommitStatementThreshold,0,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,maxReconnects,3,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,retriesAllDown,120,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,pinGlobalTxToPhysicalConnection,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,queriesBeforeRetrySource,50,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,reconnectAtTxEnd,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,replicationConnectionGroup,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,resourceId,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,secondsBeforeRetrySource,30,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,selfDestructOnPingSecondsLifetime,0,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,selfDestructOnPingMaxOperations,0,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,ha_enableJMX,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,loadBalanceHostRemovalGracePeriod,15000,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,serverAffinityOrder,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.4.0,alwaysSendSetIsolation,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,cacheCallableStmts,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,cachePrepStmts,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,cacheResultSetMetadata,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,serverConfigCacheFactory,PerVmServerConfigCacheFactory.class.getName(),RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,cacheServerConfiguration,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,callableStmtCacheSize,100,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,defaultFetchSize,0,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,elideSetAutoCommits,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,enableQueryTimeouts,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,maintainTimeStats,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,metadataCacheSize,50,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,prepStmtCacheSize,25,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,prepStmtCacheSqlLimit,256,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,queryInfoCacheFactory,PerConnectionLRUFactory.class.getName(),RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,rewriteBatchedStatements,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,useCursorFetch,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,useLocalSessionState,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,useLocalTransactionState,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,useReadAheadInput,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,dontCheckOnDuplicateKeyUpdateInSQL,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,readOnlyPropagatesToServer,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,enableEscapeProcessing,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,logger,STANDARD_LOGGER_NAME,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,profilerEventHandler,"""com.mysql.cj.log.LoggingProfilerEventHandler""",RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,useNanosForElapsedTime,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,maxQuerySizeToLog,2048,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,maxByteArrayAsHex,1024,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,profileSQL,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,logSlowQueries,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,slowQueryThresholdMillis,2000,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,autoSlowLog,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,explainSlowQueries,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,gatherPerfMetrics,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,reportMetricsIntervalMillis,30000,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,logXaCommands,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,traceProtocol,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,enablePacketDebug,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,packetDebugBufferSize,20,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,useUsageAdvisor,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,resultSetSizeThreshold,100,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,autoGenerateTestcaseScript,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,dumpQueriesOnException,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,exceptionInterceptors,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,includeInnodbStatusInDeadlockExceptions,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,includeThreadDumpInDeadlockExceptions,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,includeThreadNamesAsStatementComment,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,ignoreNonTxTables,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,useOnlyServerErrorMessages,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,overrideSupportsIntegrityEnhancementFacility,false,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,ultraDevHack,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,pedantic,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,useColumnNamesInFindColumn,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,useOldAliasMetadataBehavior,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,xdevapiTlsCiphersuites,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.4.0,xdevapiTlsVersions,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.4.0,xdevapiSslKeyStoreUrl,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.4.0,xdevapiSslKeyStorePassword,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.4.0,xdevapiSslKeyStoreType,"""JKS""",RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.4.0,xdevapiFallbackToSystemKeyStore,DEFAULT_VALUE_TRUE,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.4.0,xdevapiSslTrustStoreUrl,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.4.0,xdevapiSslTrustStorePassword,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.4.0,xdevapiSslTrustStoreType,"""JKS""",RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.4.0,xdevapiFallbackToSystemTrustStore,DEFAULT_VALUE_TRUE,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.4.0,xdevapiConnectTimeout,10000,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,xdevapiConnectionAttributes,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.4.0,xdevapiDnsSrv,DEFAULT_VALUE_FALSE,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.4.0,xdevapiCompressionAlgorithms,"""zstd_stream",lz4_message,PropertyDefinitions
8.4.0,xdevapiCompressionExtensions,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.26,USER,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.26,PASSWORD,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.26,authenticationPlugins,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,disabledAuthenticationPlugins,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,defaultAuthenticationPlugin,"""mysql_native_password""",RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,ldapServerHostname,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,passwordCharacterEncoding,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,connectionAttributes,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,clientInfoProvider,"""com.mysql.cj.jdbc.CommentClientInfoProvider""",RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,connectionLifecycleInterceptors,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,createDatabaseIfNotExist,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,interactiveClient,DEFAULT_VALUE_FALSE,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.26,propertiesTransform,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,rollbackOnPooledClose,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,useConfigs,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,useAffectedRows,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,disconnectOnExpiredPasswords,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,detectCustomCollations,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,characterEncoding,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,characterSetResults,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,customCharsetMapping,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,connectionCollation,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,sessionVariables,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,trackSessionState,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,useUnbufferedInput,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,connectTimeout,0,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,localSocketAddress,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,socketFactory,"""com.mysql.cj.protocol.StandardSocketFactory""",RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,socksProxyHost,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,socksProxyPort,1080,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,socketTimeout,0,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,tcpNoDelay,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,tcpKeepAlive,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,tcpRcvBuf,0,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,tcpSndBuf,0,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,tcpTrafficClass,0,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,useCompression,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,maxAllowedPacket,65535,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,dnsSrv,DEFAULT_VALUE_FALSE,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.26,paranoid,DEFAULT_VALUE_FALSE,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.26,serverRSAPublicKeyFile,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.26,allowPublicKeyRetrieval,DEFAULT_VALUE_FALSE,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.26,trustCertificateKeyStoreUrl,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,trustCertificateKeyStoreType,"""JKS""",RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,trustCertificateKeyStorePassword,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,fallbackToSystemTrustStore,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,clientCertificateKeyStoreUrl,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,clientCertificateKeyStoreType,"""JKS""",RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,clientCertificateKeyStorePassword,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,fallbackToSystemKeyStore,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,enabledSSLCipherSuites,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,enabledTLSProtocols,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,allowLoadLocalInfile,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,allowLoadLocalInfileInPath,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,allowMultiQueries,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.26,allowUrlInLocalInfile,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
